local_window,stride,f1
1,7,0.9248
3,7,0.9302
5,7,0.9512
7,7,0.9337
9,7,0.9154
11,7,0.9162
5,1,0.9306
5,3,0.9465
5,5,0.9355
5,7,0.9512
5,9,0.945
5,11,0.9448
