local_window,stride,accuracy,precision,recall,f1
5,11,0.9801,0.8594,1.0,0.9244
5,12,0.9697,0.8039,0.9929,0.8884
5,13,0.9886,0.9139,1.0,0.955
5,14,0.9855,0.9028,0.9868,0.9429
5,15,0.9887,0.9252,0.9868,0.955
5,16,0.9355,0.6564,0.9825,0.787
5,17,0.987,0.9031,1.0,0.9491
5,18,0.9556,0.7335,0.9957,0.8447
5,19,0.9278,0.6287,0.9886,0.7686
5,20,0.9297,0.6374,0.9754,0.771
