local_window,stride,accuracy,precision,recall,f1
0,1,0.8865,0.5171,0.9754,0.6759
0,2,0.9595,0.7548,0.9868,0.8553
0,3,0.9651,0.7815,0.9886,0.873
0,4,0.9819,0.8729,0.9957,0.9303
0,5,0.8878,0.5201,0.9825,0.6801
0,6,0.879,0.5007,0.9886,0.6647
